index1,index2,min_long,min_lat,max_long,max_lat,commercial,education,entertainment,financial,food,government,health,hotel,office,scenic,sports,transport,label
13,92,121.33775910533326,30.728855904384726,121.34299018256515,30.73335251241432,0.0,0.0,0.0,0.0,8.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,Shanghai
13,93,121.34299018256515,30.728855904384726,121.34822125979703,30.73335251241432,1.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,Shanghai
13,94,121.34822125979703,30.728855904384726,121.35345233702891,30.73335251241432,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Shanghai
13,95,121.35345233702891,30.728855904384726,121.3586834142608,30.73335251241432,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,Shanghai
13,97,121.36391449149268,30.728855904384726,121.36914556872456,30.73335251241432,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Shanghai
13,99,121.37437664595645,30.728855904384726,121.37960772318833,30.73335251241432,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Shanghai
14,89,121.32208759559646,30.73335251241432,121.3273189168953,30.737849120443915,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shanghai
14,92,121.33778155949297,30.73335251241432,121.3430128807918,30.737849120443915,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shanghai
14,93,121.3430128807918,30.73335251241432,121.34824420209064,30.737849120443915,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,Shanghai
14,94,121.34824420209064,30.73335251241432,121.35347552338948,30.737849120443915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Shanghai
14,98,121.36916948728599,30.73335251241432,121.37440080858482,30.737849120443915,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,Shanghai
14,99,121.37440080858482,30.73335251241432,121.37963212988366,30.737849120443915,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shanghai
15,88,121.31687775703041,30.737849120443915,121.32210932245121,30.74234572847351,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shanghai
15,91,121.33257245329281,30.737849120443915,121.33780401871361,30.74234572847351,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,Shanghai
15,92,121.33780401871361,30.737849120443915,121.34303558413441,30.74234572847351,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shanghai
15,93,121.34303558413441,30.737849120443915,121.34826714955521,30.74234572847351,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Shanghai
16,91,121.33259467339613,30.74234572847351,121.33782648299389,30.746842336503104,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shanghai
16,92,121.33782648299389,30.74234572847351,121.34305829259165,30.746842336503104,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Shanghai
16,96,121.35875372138493,30.74234572847351,121.36398553098269,30.746842336503104,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shanghai
17,86,121.30645662935795,30.746842336503104,121.3116886831877,30.751338944532698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Shanghai
17,91,121.33261689850667,30.746842336503104,121.33784895233642,30.751338944532698,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Shanghai
17,93,121.34308100616616,30.746842336503104,121.3483130599959,30.751338944532698,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shanghai
18,90,121.32740683050768,30.751338944532698,121.33263912862444,30.755835552562292,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Shanghai
18,91,121.33263912862444,30.751338944532698,121.33787142674119,30.755835552562292,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Shanghai
18,92,121.33787142674119,30.751338944532698,121.34310372485794,30.755835552562292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Shanghai
19,82,121.28556848162269,30.755835552562292,121.2908010240815,30.760332160591886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Shanghai
19,89,121.32219627883438,30.755835552562292,121.3274288212932,30.760332160591886,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,Shanghai
19,90,121.3274288212932,30.755835552562292,121.33266136375201,30.760332160591886,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shanghai
19,91,121.33266136375201,30.755835552562292,121.33789390621082,30.760332160591886,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shanghai
19,92,121.33789390621082,30.755835552562292,121.34312644866964,30.760332160591886,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shanghai
19,212,121.96579900126842,30.755835552562292,121.97103154372724,30.760332160591886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Shanghai
20,94,121.34838196445718,30.760332160591886,121.3536147513131,30.76482876862148,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shanghai
20,95,121.3536147513131,30.760332160591886,121.35884753816903,30.76482876862148,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,Shanghai
20,96,121.35884753816903,30.760332160591886,121.36408032502496,30.76482876862148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Shanghai
20,97,121.36408032502496,30.760332160591886,121.36931311188089,30.76482876862148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Shanghai
22,75,121.24899568615176,30.769325376651075,121.25422896196712,30.77382198468067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Shanghai
22,91,121.33272809919747,30.769325376651075,121.33796137501282,30.77382198468067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Shanghai
23,74,121.24378050794984,30.77382198468067,121.24901402832754,30.778318592710264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Shanghai
23,75,121.24901402832754,30.77382198468067,121.25424754870524,30.778318592710264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,Shanghai
24,56,121.14959083972703,30.778318592710264,121.15482460472215,30.782815200739858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Shanghai
24,57,121.15482460472215,30.778318592710264,121.16005836971728,30.782815200739858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Shanghai
24,89,121.32230508456617,30.778318592710264,121.3275388495613,30.782815200739858,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shanghai
24,106,121.4112790894833,30.778318592710264,121.41651285447843,30.782815200739858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Shanghai
25,57,121.15483855105744,30.782815200739858,121.16007256072511,30.787311808769452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Shanghai
25,63,121.18624260906348,30.782815200739858,121.19147661873116,30.787311808769452,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Shanghai
25,89,121.32232686042302,30.782815200739858,121.3275608700907,30.787311808769452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Shanghai
25,91,121.33279487975837,30.782815200739858,121.33802888942604,30.787311808769452,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shanghai
25,209,121.95040802054395,30.782815200739858,121.95564203021162,30.787311808769452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Shanghai
26,55,121.14438399174331,30.787311808769452,121.14961824613864,30.791808416799046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Shanghai
26,65,121.19672653569664,30.787311808769452,121.20196079009197,30.791808416799046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Shanghai
26,211,121.96092767741526,30.787311808769452,121.96616193181059,30.791808416799046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Shanghai
27,73,121.23861844000243,30.791808416799046,121.24385293918054,30.79630502482864,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shanghai
27,95,121.35377742192097,30.791808416799046,121.35901192109908,30.79630502482864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Shanghai
27,105,121.40612241370212,30.791808416799046,121.41135691288024,30.79630502482864,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shanghai
27,106,121.41135691288024,30.791808416799046,121.41659141205835,30.79630502482864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Shanghai
27,107,121.41659141205835,30.791808416799046,121.42182591123647,30.79630502482864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,Shanghai
27,108,121.42182591123647,30.791808416799046,121.42706041041458,30.79630502482864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Shanghai
28,17,120.94549064827261,30.79630502482864,120.95072539228865,30.800801632858235,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shanghai
28,107,121.41661760971586,30.79630502482864,121.4218523537319,30.800801632858235,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shanghai
28,116,121.46373030586018,30.79630502482864,121.46896504987622,30.800801632858235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Shanghai
29,109,121.42711379109288,30.800801632858235,121.43234878000199,30.80529824088783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Shanghai
30,80,121.27531870858787,30.80529824088783,121.28055394244522,30.809794848917424,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shanghai
30,81,121.28055394244522,30.80529824088783,121.28578917630257,30.809794848917424,0.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,Shanghai
30,82,121.28578917630257,30.80529824088783,121.29102441015992,30.809794848917424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Shanghai
30,83,121.29102441015992,30.80529824088783,121.29625964401727,30.809794848917424,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shanghai
30,92,121.33814151487606,30.80529824088783,121.3433767487334,30.809794848917424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Shanghai
30,110,121.43237572430833,30.80529824088783,121.43761095816568,30.809794848917424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Shanghai
31,105,121.40622528037922,30.809794848917424,121.41146075923997,30.814291456947018,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shanghai
32,114,121.45337252680652,30.814291456947018,121.45860825072587,30.818788064976612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Shanghai
32,115,121.45860825072587,30.814291456947018,121.46384397464523,30.818788064976612,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,Shanghai
32,129,121.53190838559685,30.814291456947018,121.5371441095162,30.818788064976612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Shanghai
32,132,121.54761555735492,30.814291456947018,121.55285128127427,30.818788064976612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Shanghai
33,15,120.93503953549705,30.818788064976612,120.94027550453019,30.823284673006206,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shanghai
33,70,121.2230178323196,30.818788064976612,121.22825380135274,30.823284673006206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Shanghai
33,75,121.24919767748528,30.818788064976612,121.25443364651842,30.823284673006206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Shanghai
33,108,121.42198465557881,30.818788064976612,121.42722062461195,30.823284673006206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Shanghai
33,125,121.51099612914214,30.818788064976612,121.51623209817528,30.823284673006206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Shanghai
33,126,121.51623209817528,30.818788064976612,121.52146806720842,30.823284673006206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,Shanghai
33,132,121.5476479123741,30.818788064976612,121.55288388140724,30.823284673006206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Shanghai
33,136,121.56859178850665,30.818788064976612,121.57382775753979,30.823284673006206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Shanghai
34,61,121.17590906632894,30.823284673006206,121.18114528053106,30.8277812810358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Shanghai
34,72,121.2335074225522,30.823284673006206,121.23874363675431,30.8277812810358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,Shanghai
34,108,121.42201113382829,30.823284673006206,121.4272473480304,30.8277812810358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Shanghai
34,116,121.4639008474452,30.823284673006206,121.46913706164732,30.8277812810358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,Shanghai
34,124,121.50579056106211,30.823284673006206,121.51102677526423,30.8277812810358,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,Shanghai
34,126,121.51626298946634,30.823284673006206,121.52149920366845,30.8277812810358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Shanghai
34,128,121.52673541787057,30.823284673006206,121.53197163207268,30.8277812810358,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Shanghai
35,61,121.17592402500601,30.8277812810358,121.18116048443234,30.832277889065395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,Shanghai
35,96,121.3592001049275,30.8277812810358,121.36443656435382,30.832277889065395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Shanghai
35,108,121.42203761804343,30.8277812810358,121.42727407746976,30.832277889065395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Shanghai
35,110,121.43251053689609,30.8277812810358,121.43774699632242,30.832277889065395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Shanghai
35,117,121.46916575288039,30.8277812810358,121.47440221230671,30.832277889065395,0.0,1.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,Shanghai
35,118,121.47440221230671,30.8277812810358,121.47963867173304,30.832277889065395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,Shanghai
35,122,121.49534805001203,30.8277812810358,121.50058450943835,30.832277889065395,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shanghai
35,124,121.50582096886468,30.8277812810358,121.51105742829101,30.832277889065395,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Shanghai
35,125,121.51105742829101,30.8277812810358,121.51629388771734,30.832277889065395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Shanghai
35,127,121.52153034714367,30.8277812810358,121.52676680657,30.832277889065395,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Shanghai
35,128,121.52676680657,30.8277812810358,121.53200326599632,30.832277889065395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,Shanghai
35,132,121.54771264427531,30.8277812810358,121.55294910370164,30.832277889065395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Shanghai
36,61,121.17593898705084,30.832277889065395,121.1811756917566,30.83677449709499,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shanghai
36,85,121.30161989998888,30.832277889065395,121.30685660469463,30.83677449709499,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shanghai
36,86,121.30685660469463,30.832277889065395,121.31209330940038,30.83677449709499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Shanghai
36,87,121.31209330940038,30.832277889065395,121.31733001410613,30.83677449709499,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shanghai
36,99,121.3749337658694,30.832277889065395,121.38017047057515,30.83677449709499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Shanghai
36,102,121.39064387998665,30.832277889065395,121.3958805846924,30.83677449709499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Shanghai
36,117,121.46919445057293,30.832277889065395,121.47443115527868,30.83677449709499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Shanghai
36,122,121.49537797410169,30.832277889065395,121.50061467880744,30.83677449709499,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shanghai
36,123,121.50061467880744,30.832277889065395,121.50585138351319,30.83677449709499,0.0,23.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,Shanghai
36,124,121.50585138351319,30.832277889065395,121.51108808821894,30.83677449709499,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shanghai
36,125,121.51108808821894,30.832277889065395,121.51632479292469,30.83677449709499,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shanghai
36,127,121.52156149763044,30.832277889065395,121.5267982023362,30.83677449709499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Shanghai
37,122,121.49540790493033,30.83677449709499,121.50064485497074,30.841271105124584,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shanghai
37,123,121.50064485497074,30.83677449709499,121.50588180501116,30.841271105124584,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,Shanghai
37,124,121.50588180501116,30.83677449709499,121.51111875505157,30.841271105124584,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shanghai
37,125,121.51111875505157,30.83677449709499,121.51635570509198,30.841271105124584,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shanghai
37,126,121.51635570509198,30.83677449709499,121.5215926551324,30.841271105124584,0.0,7.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,Shanghai
37,127,121.5215926551324,30.83677449709499,121.52682960517281,30.841271105124584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Shanghai
38,81,121.28071282985636,30.841271105124584,121.28595002528668,30.845767713154178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Shanghai
38,122,121.4954378424997,30.841271105124584,121.50067503793002,30.845767713154178,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Shanghai
38,124,121.50591223336035,30.841271105124584,121.51114942879067,30.845767713154178,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shanghai
38,125,121.51114942879067,30.841271105124584,121.516386624221,30.845767713154178,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shanghai
38,126,121.516386624221,30.841271105124584,121.52162381965132,30.845767713154178,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shanghai
38,133,121.55304699223328,30.841271105124584,121.5582841876636,30.845767713154178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,Shanghai
39,91,121.33310711966959,30.845767713154178,121.33834456054508,30.850264321183772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Shanghai
